0028012023N0007843210000000000000078432154127898            FERBEX PRESTACAO DE SERVICO, LDA                                                                                        
1000559572000000000000005595720AMATABALA  GORPA NUNECA                                                    0000000490000000000000473000                                              
1000561904200000000000005619042AMATABALA  GORPA NUNECA                                                    0000000490000000000000302090                                              
1000175710100000000000001757101AMATABALA  GORPA NUNECA                                                    0000000522000000000000714842                                              
1000000293900000000000000002939AMATABALA  GORPA NUNECA                                                    0000000540000000000000311208                                              
1000206008100000000000002060081AMATABALA  GORPA NUNECA                                                    0000000540000000000000393000                                              
1000128681100000000000001286811AMATABALA  GORPA NUNECA                                                    0000000540000000000000352300                                              
1000165302900000000000001653029AMATABALA  GORPA NUNECA                                                    0000000490000000000000320300                                              
1000333234200000000000003332342AMATABALA  GORPA NUNECA                                                    0000000900000000000000482000                                              
1000324251900000000000003242519AMATABALA  GORPA NUNECA                                                    0000000650000000000000320300                                              
1000129335100000000000001293351AMATABALA  GORPA NUNECA                                                    0000000540000000000000520300                                              
1000509341300000000000005093413AMATABALA  GORPA NUNECA                                                    0000000900000000000000345590                                              
1000127709000000000000001277090AMATABALA  GORPA NUNECA                                                    0000000490000000000000358000                                              
1000397288700000000000003972887AMATABALA  GORPA NUNECA                                                    0000000490000000000000588940                                              
1000509518600000000000005095186AMATABALA  GORPA NUNECA                                                    0000000900000000000000473000                                              
1000190320500000000000001903205AMATABALA  GORPA NUNECA                                                    0000000540000000000000411439                                              
1000529358700000000000005293587AMATABALA  GORPA NUNECA                                                    0000000540000000000003890000                                              
1000012584300000000000000125843AMATABALA  GORPA NUNECA                                                    0000000540000000000000618200                                              
1000129334400000000000001293344AMATABALA  GORPA NUNECA                                                    0000000250000000000000473000                                              
1000096447100000000000000964471AMATABALA  GORPA NUNECA                                                    0000000540000000000000480500                                              
1000119342600000000000001193426AMATABALA  GORPA NUNECA                                                    0000000900000000000000367340                                              
1000555675500000000000005556755AMATABALA  GORPA NUNECA                                                    0000000650000000000000367340                                              
1000575262800000000000005752628AMATABALA  GORPA NUNECA                                                    0000000552000000000000473000                                              
1000080930600000000000000809306AMATABALA  GORPA NUNECA                                                    0000000522000000000000302090                                              
1000534993300000000000005349933AMATABALA  GORPA NUNECA                                                    0000000600000000000000714842                                              
1000129335700000000000001293357AMATABALA  GORPA NUNECA                                                    0000000900000000000000311208                                              
1000129335800000000000001293358AMATABALA  GORPA NUNECA                                                    0000000540000000000000393000                                              
1000209597100000000000002095971AMATABALA  GORPA NUNECA                                                    0000000540000000000000352300                                              
1000559572200000000000005595722AMATABALA  GORPA NUNECA                                                    0000000490000000000000320300                                              
1000428876500000000000004288765AMATABALA  GORPA NUNECA                                                    0000000650000000000000482000                                              
1000175113700000000000001751137AMATABALA  GORPA NUNECA                                                    0000000490000000000000320300                                              
1000467059900000000000004670599AMATABALA  GORPA NUNECA                                                    0000000500000000000000520300                                              
1000548333300000000000005483333AMATABALA  GORPA NUNECA                                                    0000000650000000000000345590                                              
1000033578900000000000000335789AMATABALA  GORPA NUNECA                                                    0000000800000000000000358000                                              
1000346126600000000000003461266AMATABALA  GORPA NUNECA                                                    0000000540000000000000588940                                              
1000534994600000000000005349946AMATABALA  GORPA NUNECA                                                    0000000540000000000000473000                                              
1000575263000000000000005752630AMATABALA  GORPA NUNECA                                                    0000005000000000000000411439                                              
1000102666300000000000001026663AMATABALA  GORPA NUNECA                                                    0000000740000000000003890000                                              
1000509643100000000000005096431AMATABALA  GORPA NUNECA                                                    0000000469583300000000618200                                              
1000337983100000000000003379831AMATABALA  GORPA NUNECA                                                    0000000600000000000000473000                                              
1000129334900000000000001293349AMATABALA  GORPA NUNECA                                                    0000000600000000000000480500                                              
1000577257400000000000005772574AMATABALA  GORPA NUNECA                                                    0000000900000000000000367340                                              
1000098681200000000000000986812AMATABALA  GORPA NUNECA                                                    0000000522000000000000367340                                              
1000509552000000000000005095520AMATABALA  GORPA NUNECA                                                    0000000522000000000000473000                                              
1000148546800000000000001485468AMATABALA  GORPA NUNECA                                                    0000000600000000000000302090                                              
1000074130800000000000000741308AMATABALA  GORPA NUNECA                                                    0000000292500000000000714842                                              
1000110241200000000000001102412AMATABALA  GORPA NUNECA                                                    0000000540000000000000252000                                              
1000509342200000000000005093422AMATABALA  GORPA NUNECA                                                    0000000522000000000000147000                                              
1000397289000000000000003972890AMATABALA  GORPA NUNECA                                                    0000000540000000000000186000                                              
1000129335200000000000001293352AMATABALA  GORPA NUNECA                                                    0000000740000000000000195000                                              
1000550190400000000000005501904AMATABALA  GORPA NUNECA                                                    0000000490000000000000177000                                              
1000428877600000000000004288776AMATABALA  GORPA NUNECA                                                    0000000900000000000000147000                                              
